timestamp,Wind Direction,Feels Like Temperature,Wind Gust,Screen Relative Humidity,Precipitation Probability,Wind Speed,Temperature,Visibility,Weather Type,Max UV Index
2023-07-13 09:00:00;,WSW;compass;D,17;C;F,13;mph;G,70;%;H,74;%;Pp,4;mph;S,17;C;T,VG;;V,10;;W,4;;U
