day_nr,item_name,value,unit,pretty_item_name,pretty_val,day_name,dom,month
0,Wind Direction,SSW,compass, Wind Direction,SSW,Mon,19th,Jun
0,Feels Like Temperature,21,C, Feels ,21°C,Mon,19th,Jun
0,Wind Gust,16,mph,Wind Gust,16 mph,Mon,19th,Jun
0,Screen Relative Humidity,63,%,Humidity,63 %,Mon,19th,Jun
0,Precipitation Probability,42,%,Rain ,42 %,Mon,19th,Jun
0,Wind Speed,7,mph,Wind Speed ,7 mph,Mon,19th,Jun
0,Temperature,21,C, Temp,21°C,Mon,19th,Jun
0,Visibility,VG,,Visibility ,VG ,Mon,19th,Jun
0,Weather Type,10,,Weather Type ,10 ,Mon,19th,Jun
0,Max UV Index,7,,Max UV,7 ,Mon,19th,Jun
0,timestamp,2023-06-19 15:00:00,,timestamp ,Mon 19th Jun,Mon,19th,Jun
0,Wind Direction,SSW,compass, Wind Direction,SSW,Mon,19th,Jun
0,Feels Like Temperature,22,C, Feels ,22°C,Mon,19th,Jun
0,Wind Gust,18,mph,Wind Gust,18 mph,Mon,19th,Jun
0,Screen Relative Humidity,55,%,Humidity,55 %,Mon,19th,Jun
0,Precipitation Probability,39,%,Rain ,39 %,Mon,19th,Jun
0,Wind Speed,7,mph,Wind Speed ,7 mph,Mon,19th,Jun
0,Temperature,23,C, Temp,23°C,Mon,19th,Jun
0,Visibility,VG,,Visibility ,VG ,Mon,19th,Jun
0,Weather Type,10,,Weather Type ,10 ,Mon,19th,Jun
0,Max UV Index,4,,Max UV,4 ,Mon,19th,Jun
0,timestamp,2023-06-19 18:00:00,,timestamp ,Mon 19th Jun,Mon,19th,Jun
0,Wind Direction,SW,compass, Wind Direction,SW,Mon,19th,Jun
0,Feels Like Temperature,21,C, Feels ,21°C,Mon,19th,Jun
0,Wind Gust,13,mph,Wind Gust,13 mph,Mon,19th,Jun
0,Screen Relative Humidity,57,%,Humidity,57 %,Mon,19th,Jun
0,Precipitation Probability,37,%,Rain ,37 %,Mon,19th,Jun
0,Wind Speed,7,mph,Wind Speed ,7 mph,Mon,19th,Jun
0,Temperature,22,C, Temp,22°C,Mon,19th,Jun
0,Visibility,VG,,Visibility ,VG ,Mon,19th,Jun
0,Weather Type,10,,Weather Type ,10 ,Mon,19th,Jun
0,Max UV Index,1,,Max UV,1 ,Mon,19th,Jun
0,timestamp,2023-06-19 21:00:00,,timestamp ,Mon 19th Jun,Mon,19th,Jun
0,Wind Direction,SW,compass, Wind Direction,SW,Mon,19th,Jun
0,Feels Like Temperature,18,C, Feels ,18°C,Mon,19th,Jun
0,Wind Gust,9,mph,Wind Gust,9 mph,Mon,19th,Jun
0,Screen Relative Humidity,73,%,Humidity,73 %,Mon,19th,Jun
0,Precipitation Probability,8,%,Rain ,8 %,Mon,19th,Jun
0,Wind Speed,4,mph,Wind Speed ,4 mph,Mon,19th,Jun
0,Temperature,18,C, Temp,18°C,Mon,19th,Jun
0,Visibility,VG,,Visibility ,VG ,Mon,19th,Jun
0,Weather Type,2,,Weather Type ,2 ,Mon,19th,Jun
0,Max UV Index,0,,Max UV,0 ,Mon,19th,Jun
