day_nr,item_name,value,unit,pretty_item_name,pretty_val,day_name,dom,month
0,Feels Like Temperature,15,C, Feels ,15°C,Mon,19th,Jun
0,Wind Gust,9,mph,Wind Gust,9 mph,Mon,19th,Jun
0,Screen Relative Humidity,93,%,Humidity,93 %,Mon,19th,Jun
0,Precipitation Probability,17,%,Rain ,17 %,Mon,19th,Jun
0,Wind Speed,4,mph,Wind Speed ,4 mph,Mon,19th,Jun
0,Temperature,16,C, Temp,16°C,Mon,19th,Jun
0,Visibility,GO,,Visibility ,GO ,Mon,19th,Jun
0,Weather Type,7,,Weather Type ,7 ,Mon,19th,Jun
0,Max UV Index,0,,Max UV,0 ,Mon,19th,Jun
0,timestamp,2023-06-19 03:00:00,,timestamp ,Mon 19th Jun,Mon,19th,Jun
0,Wind Direction,WNW,compass, Wind Direction,WNW,Mon,19th,Jun
0,Feels Like Temperature,14,C, Feels ,14°C,Mon,19th,Jun
0,Wind Gust,9,mph,Wind Gust,9 mph,Mon,19th,Jun
0,Screen Relative Humidity,96,%,Humidity,96 %,Mon,19th,Jun
0,Precipitation Probability,15,%,Rain ,15 %,Mon,19th,Jun
0,Wind Speed,4,mph,Wind Speed ,4 mph,Mon,19th,Jun
0,Temperature,14,C, Temp,14°C,Mon,19th,Jun
0,Visibility,MO,,Visibility ,MO ,Mon,19th,Jun
0,Weather Type,7,,Weather Type ,7 ,Mon,19th,Jun
0,Max UV Index,0,,Max UV,0 ,Mon,19th,Jun
0,timestamp,2023-06-19 06:00:00,,timestamp ,Mon 19th Jun,Mon,19th,Jun
0,Wind Direction,WSW,compass, Wind Direction,WSW,Mon,19th,Jun
0,Feels Like Temperature,15,C, Feels ,15°C,Mon,19th,Jun
0,Wind Gust,13,mph,Wind Gust,13 mph,Mon,19th,Jun
0,Screen Relative Humidity,92,%,Humidity,92 %,Mon,19th,Jun
0,Precipitation Probability,10,%,Rain ,10 %,Mon,19th,Jun
0,Wind Speed,7,mph,Wind Speed ,7 mph,Mon,19th,Jun
0,Temperature,16,C, Temp,16°C,Mon,19th,Jun
0,Visibility,GO,,Visibility ,GO ,Mon,19th,Jun
0,Weather Type,3,,Weather Type ,3 ,Mon,19th,Jun
0,Max UV Index,1,,Max UV,1 ,Mon,19th,Jun
0,timestamp,2023-06-19 09:00:00,,timestamp ,Mon 19th Jun,Mon,19th,Jun
0,Wind Direction,SW,compass, Wind Direction,SW,Mon,19th,Jun
0,Feels Like Temperature,19,C, Feels ,19°C,Mon,19th,Jun
0,Wind Gust,16,mph,Wind Gust,16 mph,Mon,19th,Jun
0,Screen Relative Humidity,76,%,Humidity,76 %,Mon,19th,Jun
0,Precipitation Probability,34,%,Rain ,34 %,Mon,19th,Jun
0,Wind Speed,7,mph,Wind Speed ,7 mph,Mon,19th,Jun
0,Temperature,19,C, Temp,19°C,Mon,19th,Jun
0,Visibility,VG,,Visibility ,VG ,Mon,19th,Jun
0,Weather Type,10,,Weather Type ,10 ,Mon,19th,Jun
0,Max UV Index,4,,Max UV,4 ,Mon,19th,Jun
0,timestamp,2023-06-19 12:00:00,,timestamp ,Mon 19th Jun,Mon,19th,Jun
